"","x"
"1422","THOC"
"1423","THOC"
"1424","THOC"
"1425","THOC"
"1426","PRVI"
"1427","ACPL"
"1428","PRVI"
"1429","AMCA"
"1430","AMAR"
"1431","AMAR"
"1432","THOC"
"1433","ACPL"
"1434","THOC"
"1435","AMAR"
"1436","THOC"
"1437","AMAR"
"1438","THOC"
"1439","ACPL"
"1440","THOC"
"1441","AMAR"
"1442","THOC"
"1443","AMAR"
"1444","ACSA"
"1445","ACSA"
"1446","QURU"
"1447","SYVU"
"1448","ACPL"
"1449","AMAR"
"1450","SYVU"
"1451","ACPL"
"1452","SYVU"
"1453","ACPL"
"1454","ULAM"
"1455","SYVU"
"1456","SYVU"
"1457","ACSA"
"1458","ACPL"
"1459","ACPL"
"1460","ACPL"
"1461","ACPL"
"1462","MAIO"
"1463","MAIO"
"1464","MAIO"
"1465","MAIO"
"1466","MAIO"
"1467","MAIO"
"1468","ACPL"
"1469","ACPL"
"1470","PIPU"
"1471","SYVU"
"1472","RHCA"
"1473","CGPU"
"1474","TICO"
"1475","SYRE"
"1476","SYVU"
"1477","ACPL"
"1478","CEOC"
"1479","AMCA"
"1480","SACA"
"1481","ACPL"
"1482","THOC"
"1483","PRDO"
"1484","THOC"
"1485","PRDO"
"1486","SYVU"
"1487","SYVU"
"1488","THOC"
"1489","THOC"
"1490","ACNE"
"1491","PNRE"
"1492","SYVU"
"1493","MA"
"1494","SYRE"
"1495","THOC"
"1496","THOC"
"1497","THOC"
"1498","ACPA"
"1499","SYVU"
"1500","MASY"
"1501","MASY"
"1502","PNRE"
"1503","PNRE"
"1504","PNRE"
"1505","PNRE"
"1506","PIPU"
"1507","ACPL"
"1508","ACNE"
"1509","ACNE"
"1510","CEOC"
"1511","ACNE"
"1512","JUVI"
"1513","SYVU"
"1514","TACA"
"1515","TACA"
"1516","TACA"
"1517","ACPL"
"1518","MOAL"
"1519","ACPL"
"1520","ULPU"
"1521","ULPU"
"1522","ACPL"
"1523","ULPU"
"1524","ACPL"
"1525","ACPL"
"1526","ACPL"
"1527","ULPU"
"1528","ULPU"
"1529","ULPU"
"1530","ULPU"
"1531","ACPL"
"1532","ACPL"
"1533","ACPL"
"1534","ACPL"
"1535","BRPA"
"1536","ACPL"
"1537","ACPL"
"1538","PNNI"
"1539","PIBA"
"1540","THOC"
"1541","TACA"
"1542","CAAB"
"1543","TACA"
"1544","THOC"
"1545","ACPL"
"1546","ULRU"
"1547","ACPL"
"1548","MA"
"1549","PRAV"
"1550","TACA"
"1551","ACPL"
"1552","TACA"
"1553","TICO"
"1554","TICO"
"1555","TICO"
"1556","PIMA"
"1557","PIMA"
"1558","PIAB"
"1559","TICO"
"1560","ACPL"
"1561","PIMA"
"1562","ACPL"
"1563","ACPL"
"1564","RHCA"
"1565","MA"
"1566","ACPL"
"1567","ACPL"
"1568","ACPL"
"1569","ACPL"
"1570","ULAM"
"1571","ACPL"
"1572","ACPL"
"1573","ACPL"
"1574","RHCA"
"1575","ACPL"
"1576","PRVI"
"1577","ACNE"
"1578","ULAM"
"1579","SYVU"
"1580","ULAM"
"1581","ULAM"
"1582","MAIO"
"1583","TACA"
"1584","TIAMHE"
"1585","ROPS"
"1586","SYRE"
"1587","GLTR"
"1588","PIMA"
"1589","BEPA"
"1590","BEPA"
"1591","BEPA"
"1592","BEPA"
"1593","BEPA"
"1594","BEPA"
"1595","ACPA"
"1596","PIRU"
"1597","GIBI"
"1598","ROPS"
"1599","LADE"
"1600","PIGL"
"1601","ROPS"
"1602","ROPS"
"1603","ACPL"
"1604","TICO"
"1605","ROPS"
"1606","BEPO"
"1607","SYVU"
"1608","ALGL"
"1609","MA"
"1610","MA"
"1611","ACPL"
"1612","ACGI"
"1613","PIPU"
"1614","MGXXSO"
"1615","RHCA"
"1616","ACPA"
"1617","ACPA"
"1618","ACRU"
"1619","CG"
"1620","PNSY"
"1621","CG"
"1622","CECA"
"1623","SYVU"
"1624","SYVU"
"1625","SYVU"
"1626","SYVU"
"1627","MASY"
"1628","ACSA"
"1629","THOC"
"1630","THOC"
"1631","THOC"
"1632","THOC"
"1633","THOC"
"1634","THOC"
"1635","THOC"
"1636","THOC"
"1637","HY"
"1638","HY"
"1639","PIRU"
"1640","ULPU"
"1641","GLTR"
"1642","OSVI"
"1643","TACA"
"1644","PIPU"
"1645","RHCA"
"1646","RHCA"
"1647","ACSC"
"1648","ACPL"
"1649","PNST"
"1650","PIPU"
"1651","PIGL"
"1652","THOC"
"1653","THOC"
"1654","ULAM"
"1655","ACSA"
"1656","ACNE"
"1657","SYVU"
"1658","CECA"
"1659","ACNE"
"1660","SYVU"
"1661","ULAM"
"1662","ACPA"
"1663","WE"
"1664","SYVU"
"1665","SYVU"
"1666","THOC"
"1667","MA"
"1668","ACPL"
"1669","ACSA"
"1670","ACNE"
"1671","ACNE"
"1672","ACNE"
"1673","ACPL"
"1674","ACPL"
"1675","ACPL"
"1676","ACPL"
"1677","ACSC"
"1678","ACSA"
"1679","ACNE"
"1680","ACSA"
"1681","TIAM"
"1682","ACSA"
"1683","ACNE"
"1684","ACNE"
"1685","ACNE"
"1686","ACPL"
"1687","BEPO"
"1688","PIPU"
"1689","ACSA"
"1690","THOC"
"1691","ULRU"
"1692","ULRU"
"1693","THOC"
"1694","ULRU"
"1695","THOC"
"1696","ULRU"
"1697","THOC"
"1698","ULRU"
"1699","JUVI"
"1700","ACNE"
"1701","ULRU"
"1702","PIGL"
"1703","ULRU"
"1704","TACA"
"1705","THOC"
"1706","PIPU"
"1707","THOC"
"1708","THOC"
"1709","JUVI"
"1710","JUVI"
"1711","ULMI"
"1712","ULPU"
"1713","PIPU"
"1714","ACPL"
"1715","ACPL"
"1716","ACPL"
"1717","ACPL"
"1718","FRPE"
"1719","TICO"
"1720","CTSP"
"1721","SYVU"
"1722","ACPL"
"1723","ACNE"
"1724","ACNE"
"1725","ACPL"
"1726","ACNE"
"1727","ACNE"
"1728","QUMA"
"1729","QUMA"
"1730","SOXXTH"
"1731","SYVU"
"1732","ACNE"
"1733","SYVU"
"1734","ULPU"
"1735","SYVU"
"1736","SYVU"
"1737","SYVU"
"1738","TIAM"
"1739","FRPE"
"1740","ACNE"
"1741","RHTY"
"1742","CEOC"
"1743","CEOC"
"1744","ACNE"
"1745","FRPE"
"1746","ACNE"
"1747","ACNE"
"1748","ACNE"
"1749","ACNE"
"1750","ACNE"
"1751","ACPL"
"1752","CEOC"
"1753","JUNI"
"1754","GIBI"
"1755","ACNE"
"1756","ACNE"
"1757","CPCA"
"1758","CTCO"
"1759","MOAL"
"1760","ULAM"
"1761","ACNE"
"1762","ACPL"
"1763","BEPO"
"1764","EUEU"
"1765","EUEU"
"1766","ULAM"
"1767","ACSA"
"1768","TACA"
"1769","TACA"
"1770","TACA"
"1771","ACSA"
"1772","THOC"
"1773","THOC"
"1774","THOC"
"1775","THOC"
"1776","THOC"
"1777","ULAM"
"1778","ACNE"
"1779","ROCA"
"1780","ACNE"
"1781","PODE"
"1782","SOAM"
"1783","ACPL"
"1784","TICO"
"1785","TICO"
"1786","TICO"
"1787","PIPU"
"1788","PIPU"
"1789","FRPE"
"1790","FRPE"
"1791","FRPE"
"1792","FRPE"
"1793","FRPE"
"1794","FRPE"
"1795","CEOC"
"1796","FRPE"
"1797","FRPE"
"1798","THOC"
"1799","ACFR"
"1800","ACSA"
"1801","ACNE"
"1802","ACNE"
"1803","ACPL"
"1804","ACNE"
"1805","SOAU"
"1806","ACNE"
"1807","GLTR"
"1808","ULPU"
"1809","THOC"
"1810","ACNE"
"1811","ACTA"
"1812","ACTA"
"1813","ACTA"
"1814","ACTA"
"1815","ACTA"
"1816","ACPL"
"1817","ACTA"
"1818","ACTA"
"1819","ACTA"
"1820","ACTA"
"1821","ACTA"
"1822","THOC"
"1823","GLTR"
"1824","SYRE"
"1825","TACA"
"1826","GLTR"
"1827","MASY"
"1828","AMAR"
"1829","AMAR"
"1830","AMAR"
"1831","THOC"
"1832","THOC"
"1833","CTCO"
"1834","THOC"
"1835","TACA"
"1836","THOC"
"1837","PRCE"
"1838","SYRE"
"1839","GLTR"
"1840","GLTR"
"1841","GLTR"
"1842","GLTR"
"1843","GLTR"
"1844","SYRE"
"1845","CAAB"
"1846","MOAL"
"1847","PRCE"
"1848","ACSA"
"1849","ACSA"
"1850","PIPU"
"1851","EUAL"
"1852","TIAM"
"1853","CEOC"
"1854","CEOC"
"1855","ULRU"
"1856","PRVI"
"1857","SACA"
"1858","ACNE"
"1859","ACTA"
"1860","MORU"
"1861","CAAB"
"1862","AEHI"
"1863","ALGL"
"1864","RHTY"
"1865","THOC"
"1866","THOC"
"1867","THOC"
"1868","THOC"
"1869","THOC"
"1870","THOC"
"1871","SAHU"
"1872","EUAL"
"1873","RHAR"
"1874","RHAR"
"1875","EUAL"
"1876","THOC"
"1877","EUAL"
"1878","JUVI"
"1879","AMAR"
"1880","ROPS"
"1881","ULPU"
"1882","ROPS"
"1883","THOC"
"1884","PRVI"
"1885","LIVU"
"1886","THOC"
"1887","LIVU"
"1888","MOAL"
"1889","MOAL"
"1890","PONI"
"1891","LOPER"
"1892","ULAM"
"1893","MASY"
"1894","TIAM"
"1895","ACNE"
"1896","ACSA"
"1897","ACNE"
"1898","MAIO"
"1899","ACSA"
"1900","ACSA"
"1901","ACSA"
"1902","THOC"
"1903","THOC"
"1904","ACSA"
"1905","MASY"
"1906","MASY"
"1907","JUVI"
"1908","JUVI"
"1909","JUVI"
"1910","ULPU"
"1911","ULPU"
"1912","ULPU"
"1913","TACA"
"1914","MGXXSO"
"1915","ACNE"
"1916","ACNE"
"1917","ULMI"
"1918","MASY"
"1919","ACSA"
"1920","ACNE"
"1921","ACNE"
"1922","PIPU"
"1923","PIPU"
"1924","MASY"
"1925","MASY"
"1926","ACPL"
"1927","PRAV"
"1928","ACPL"
"1929","CTCO"
"1930","AMSA"
"1931","BEPA"
"1932","JUVI"
"1933","PIPU"
"1934","ACPL"
"1935","PRPE"
"1936","THOC"
"1937","SAAL"
"1938","GLTR"
"1939","GLTR"
"1940","ACPL"
"1941","ACSA"
"1942","PIMA"
"1943","THOC"
"1944","PIPU"
"1945","VIAC"
"1946","GLTR"
"1947","GLTR"
"1948","TICO"
"1949","PIPU"
"1950","ULAM"
"1951","MOAL"
"1952","AMGR"
"1953","AMGR"
"1954","AMGRAB"
"1955","AMGRAB"
"1956","AMGRAB"
"1957","AMGRAB"
"1958","AMGRAB"
"1959","AMGRAB"
"1960","AMGRAB"
"1961","AMGRAB"
"1962","CRCO"
"1963","CRCO"
"1964","CRCO"
"1965","CRCO"
"1966","CRCO"
"1967","CRCO"
"1968","CRCO"
"1969","CRCO"
"1970","CRCO"
"1971","CRCO"
"1972","ACPLEQ"
"1973","ACSA"
"1974","ACSA"
"1975","ACSA"
"1976","QUMA"
"1977","QUMA"
"1978","ULXXMG"
"1979","GLTRSK"
"1980","GLTRSK"
"1981","GLTRSK"
"1982","GLTRIN"
"1983","ACFRAB"
"1984","GYDI"
"1985","ULAM"
"1986","ACSA"
"1987","ACSA"
"1988","ACSA"
"1989","ACSA"
"1990","ACSAPY"
"1991","QUMA"
"1992","TICOGL"
"1993","GLTRSK"
"1994","GLTRSK"
"1995","GLTRSK"
"1996","GLTRSK"
"1997","GLTRIN"
"1998","GLTRIN"
"1999","GLTRIN"
"2000","GLTRIN"
"2001","GLTRIN"
"2002","ACSAPY"
"2003","ACSAPY"
"2004","GLTRSK"
"2005","GLTRIN"
"2006","GLTRIN"
"2007","ULXXHO"
"2008","GLTRSK"
"2009","GLTRSK"
"2010","GLTRSK"
"2011","GLTRSK"
"2012","GLTRSK"
"2013","GLTRSK"
"2014","GLTRSK"
"2015","GLTRIN"
"2016","GLTRSK"
"2017","GLTRSK"
"2018","GLTRSK"
"2019","GLTRSK"
"2020","GYDI"
"2021","GYDI"
"2022","ULXXMO"
"2023","ULXXMO"
"2024","GLTRNA"
"2025","GLTRNA"
"2026","GLTRNA"
"2027","GLTRSK"
"2028","GLTRSK"
"2029","GLTRSK"
"2030","GLTRSK"
"2031","GLTRSK"
"2032","GLTR"
"2033","GLTR"
"2034","GLTR"
"2035","GLTR"
"2036","GLTR"
"2037","GLTR"
"2038","FRPE"
"2039","GLTRSK"
"2040","GLTRSK"
"2041","GLTRIN"
"2042","GYDI"
"2043","GYDI"
"2044","GYDI"
"2045","ACPL"
"2046","ACPLDE"
"2047","ACPLEQ"
"2048","ACSA"
"2049","ACSAPY"
"2050","ACSAPY"
"2051","ULXXMG"
"2052","ULXXMG"
"2053","ULXXMG"
"2054","TICOGR"
"2055","TICOGR"
"2056","TICOGR"
"2057","TICOGR"
"2058","TICOGR"
"2059","TICOGR"
"2060","TICOGR"
"2061","TICOGR"
"2062","TICOGR"
"2063","TICOGR"
"2064","ACFRAB"
"2065","ACFRAB"
"2066","ACFRAB"
"2067","ACFRAB"
"2068","AMGRAB"
"2069","AMGRAB"
"2070","AMGRAB"
"2071","AMGRAB"
"2072","AMGRAB"
"2073","GYDI"
"2074","GYDI"
"2075","GYDI"
"2076","GYDI"
"2077","GYDI"
"2078","GYDI"
"2079","ULAM"
"2080","CEOC"
"2081","CEOC"
"2082","CEOC"
"2083","CEOC"
"2084","CEOC"
"2085","CEOC"
"2086","CEOC"
"2087","CEOC"
"2088","CEOC"
"2089","PNST"
"2090","ACSA"
"2091","ACSA"
"2092","ACSA"
"2093","ACSA"
"2094","CEOC"
"2095","CEOC"
"2096","GLTRSK"
"2097","ACFRAB"
"2098","ACFRAB"
"2099","ACFRAB"
"2100","ACFRAB"
"2101","ACFRAB"
"2102","ACFRAB"
"2103","ABBA"
"2104","ABBA"
"2105","ABBA"
"2106","ABBA"
"2107","ABBA"
"2108","ACPL"
"2109","ACSA"
"2110","ACSA"
"2111","AMCA"
"2112","CEOC"
"2113","GYDI"
"2114","QUMA"
"2115","ULAM"
"2116","GYDI"
"2117","GYDI"
"2118","GYDI"
"2119","GYDI"
"2120","GYDI"
"2121","GYDI"
"2122","GYDI"
"2123","GYDI"
"2124","GYDI"
"2125","GYDI"
"2126","GYDI"
"2127","PNNIAU"
"2128","PNNIAU"
"2129","PNNIAU"
"2130","PNNIAU"
"2131","PNNIAU"
"2132","BENIHE"
"2133","GIBIAG"
"2134","QUMA"
"2135","QUMA"
"2136","TICO"
"2137","ULPUPR"
"2138","ULPUPR"
"2139","ULPUPR"
"2140","QURU"
"2141","TICO"
"2142","ULPU"
"2143","ULPU"
"2144","ULPU"
"2145","ULPU"
"2146","QUMA"
"2147","QUMA"
"2148","ACNE"
"2149","GIBIAG"
"2150","GIBIAG"
"2151","QUBI"
"2152","ROPS"
"2153","TICO"
"2154","TICO"
"2155","ULXXMO"
"2156","ULXXMO"
"2157","ULXXMO"
"2158","TIAM"
"2159","TIAM"
"2160","TIAM"
"2161","TIAM"
"2162","TIAM"
"2163","TIAM"
"2164","TICO"
"2165","ACSA"
"2166","ACSA"
"2167","ACSA"
"2168","ACSAPY"
"2169","ACSAPY"
"2170","FRPE"
"2171","ACSA"
"2172","ACSA"
"2173","ACSA"
"2174","ACSA"
"2175","ACSA"
"2176","ACSA"
"2177","ACSA"
"2178","ACSA"
"2179","ACSA"
"2180","ACSAPY"
"2181","FRPE"
"2182","ULDADI"
"2183","GIBI"
"2184","GIBI"
"2185","GIBI"
"2186","GIBI"
"2187","TICOGR"
"2188","ACSA"
"2189","ACSA"
"2190","ACSA"
"2191","GLTRSK"
"2192","GYDI"
"2193","TICOGR"
"2194","TICOGR"
"2195","TICOGR"
"2196","TICOGR"
"2197","QUROFA"
"2198","TICO"
"2199","TICO"
"2200","TICO"
"2201","TICO"
"2202","TICOGR"
"2203","TICOSH"
"2204","FRPE"
"2205","GYDI"
"2206","GYDI"
"2207","GYDI"
"2208","GYDI"
"2209","GYDI"
"2210","GYDI"
"2211","TICOGR"
"2212","ACPLCO"
"2213","QUMA"
"2214","QUMA"
"2215","QUMA"
"2216","TICO"
"2217","TICO"
"2218","TICOSH"
"2219","ACSAPY"
"2220","QUBI"
"2221","QUBI"
"2222","QUBI"
"2223","QUBI"
"2224","QUBI"
"2225","ACPLCO"
"2226","ACSA"
"2227","ACSA"
"2228","ULXXMO"
"2229","ULXXMO"
"2230","ULXXMO"
"2231","ULXXMO"
"2232","ULXXMO"
"2233","ULXXMO"
"2234","ULXXMO"
"2235","ULXXMO"
"2236","ACSA"
"2237","ACSA"
"2238","ACSA"
"2239","ACFRAB"
"2240","GLTRIN"
"2241","ULDADI"
"2242","ULDADI"
"2243","ULDADI"
"2244","ULDADI"
"2245","ULXXMO"
"2246","ACPL"
"2247","ACSA"
"2248","GYDI"
"2249","GYDI"
"2250","GYDI"
"2251","GYDI"
"2252","GYDI"
"2253","ACPLCO"
"2254","GLTRSK"
"2255","GYDI"
"2256","QURO"
"2257","TICO"
"2258","ACPLCO"
"2259","ACPLCO"
"2260","ACPLCO"
"2261","ACPLCO"
"2262","ACPLCO"
"2263","ACPLCO"
"2264","ACPLCO"
"2265","ACPLCO"
"2266","GYDI"
"2267","ACPL"
"2268","ACSA"
"2269","ACSA"
"2270","ACPL"
"2271","ACPLEQ"
"2272","ACSA"
"2273","ACSAPY"
"2274","GYDI"
"2275","TICOGR"
"2276","TICOGR"
"2277","TICOGR"
"2278","TICOGR"
"2279","TICOGR"
"2280","ULDADI"
"2281","ULXXMO"
"2282","ULXXMO"
"2283","ULXXMO"
"2284","ULHOPI"
"2285","ULXXNH"
"2286","ULXXNH"
"2287","GYDI"
"2288","TICO"
"2289","TICO"
"2290","TICO"
"2291","ACSA"
"2292","ACSA"
"2293","GYDI"
"2294","GYDI"
"2295","GYDI"
"2296","ACSA"
"2297","CEOC"
"2298","ULXXHO"
"2299","ULXXMO"
"2300","ULXXMO"
"2301","CTSP"
"2302","GLTRSK"
"2303","GYDI"
"2304","UL"
"2305","UL"
"2306","UL"
"2307","ULXXMO"
"2308","ACSA"
"2309","ACSA"
"2310","ACSA"
"2311","ACSA"
"2312","ACSA"
"2313","ACSA"
"2314","ULXXMO"
"2315","ULXXMO"
"2316","ULXXMO"
"2317","ULXXMO"
"2318","ULXXMO"
"2319","ACSA"
"2320","ACSA"
"2321","ACSA"
"2322","ACSA"
"2323","ACSA"
"2324","ACSA"
"2325","GLTRSK"
"2326","GLTRSK"
"2327","GYDI"
"2328","GLTRSK"
"2329","GLTRSK"
"2330","ULXXCA"
"2331","ULXXCA"
"2332","ULXXCA"
"2333","QUMA"
"2334","QUMA"
"2335","TICO"
"2336","ULXXNH"
"2337","ULXXMO"
"2338","ULXXMO"
"2339","ULXXMO"
"2340","ULXXMO"
"2341","ULXXMO"
"2342","ULXXMO"
"2343","QUMA"
"2344","TICO"
"2345","ACPLCO"
"2346","ULXXMO"
"2347","ULXXNH"
"2348","ULXXNH"
"2349","GLTRSK"
"2350","GLTRSK"
"2351","GLTRIN"
"2352","QUMA"
"2353","GYDI"
"2354","GYDI"
"2355","QUMA"
"2356","ULXXMO"
"2357","ACSA"
"2358","ACSA"
"2359","ACSA"
"2360","GYDI"
"2361","GYDI"
"2362","ACSA"
"2363","ACSA"
"2364","ACSA"
"2365","GLTRSK"
"2366","ULDADI"
"2367","ULXXMO"
"2368","ULXXMO"
"2369","ACPL"
"2370","ULAM"
"2371","ULPU"
"2372","GLTRNA"
"2373","GLTRSK"
"2374","GLTRSK"
"2375","GLTRSK"
"2376","GLTRSK"
"2377","GLTRSK"
"2378","GLTRSK"
"2379","GLTRSK"
"2380","ULXXCA"
"2381","ULXXHO"
"2382","QUMA"
"2383","TICO"
"2384","TICO"
"2385","TICO"
"2386","TICO"
"2387","GYDI"
"2388","ULXXHO"
"2389","ACPL"
"2390","ACSA"
"2391","GYDI"
"2392","ACSA"
"2393","ACSA"
"2394","ACSA"
"2395","ACSA"
"2396","GLTRSK"
"2397","GLTRSK"
"2398","ULXXMO"
"2399","ULXXMO"
"2400","GYDI"
"2401","GYDI"
"2402","GYDI"
"2403","GYDI"
"2404","GYDI"
"2405","GYDI"
"2406","GYDI"
"2407","PYCACH"
"2408","GLTRSK"
"2409","GLTRIN"
"2410","GLTRIN"
"2411","GLTRIN"
"2412","GLTRIN"
"2413","GLTRIN"
"2414","ACFRAB"
"2415","CDJA"
"2416","FRPE"
"2417","FRPE"
"2418","FRPE"
"2419","GYDI"
"2420","UL"
"2421","ULXXMO"
"2422","GYDI"
"2423","QUMA"
"2424","ULAM"
"2425","ULAM"
"2426","ULXXHO"
"2427","GLTRSK"
"2428","GLTRSK"
"2429","GLTRSK"
"2430","GLTRSK"
"2431","GLTRSK"
"2432","GLTRSK"
"2433","ULXXMO"
"2434","ULXXMO"
"2435","ULXXMO"
"2436","GYDI"
"2437","GYDI"
"2438","GYDI"
"2439","GYDI"
"2440","QUMA"
"2441","ULXXHO"
"2442","ACSA"
"2443","GLTRSK"
"2444","GLTRSK"
"2445","GLTRSK"
"2446","GLTRSK"
"2447","GLTRSK"
"2448","GLTRSK"
"2449","GLTRSK"
"2450","GLTRSK"
"2451","GLTRIN"
"2452","GLTRIN"
"2453","GLTRIN"
"2454","GLTRIN"
"2455","GLTRSK"
"2456","QUMA"
"2457","QUMA"
"2458","QUMA"
"2459","ROPS"
"2460","ACSAPY"
"2461","GLTRSK"
"2462","GLTRSK"
"2463","GLTRSK"
"2464","GLTRIN"
"2465","ULXXMO"
"2466","ULXXMO"
"2467","ULXXMO"
"2468","ULXXMO"
"2469","GLTRSK"
"2470","ULXXCA"
"2471","ULXXHO"
"2472","ULXXHO"
"2473","ULXXHO"
"2474","ULXXMO"
"2475","ULXXMO"
"2476","ULXXMO"
"2477","ULXXMO"
"2478","ACPL"
"2479","ACPLEQ"
"2480","ACFRAB"
"2481","ACFRAB"
"2482","FRPEMS"
"2483","FRPEMS"
"2484","FRPEMS"
"2485","FRPEMS"
"2486","GYDI"
"2487","GYDI"
"2488","ULXXNH"
"2489","ACPLCO"
"2490","ACFRAB"
"2491","CEOC"
"2492","GYDI"
"2493","GYDI"
"2494","ACPLEQ"
"2495","GYDI"
"2496","GYDI"
"2497","GYDI"
"2498","ACPL"
"2499","ACPL"
"2500","ACPL"
"2501","ACPLCO"
"2502","CEOC"
"2503","GYDI"
"2504","CEOC"
"2505","CEOC"
"2506","CEOC"
"2507","FRPE"
"2508","GYDI"
"2509","GYDI"
"2510","GYDI"
"2511","QUMA"
"2512","CEOC"
"2513","SYRE"
"2514","SYRE"
"2515","SYRE"
"2516","ULXXHO"
"2517","ULXXHO"
"2518","ULXXMO"
"2519","ULXXMO"
"2520","ULAM"
"2521","ULAM"
"2522","ULXXHO"
"2523","ULXXHO"
"2524","SYRE"
"2525","SYRE"
"2526","SYRE"
"2527","SYRE"
"2528","SYRE"
"2529","ACSA"
"2530","ACSA"
"2531","ACSA"
"2532","ACSA"
"2533","ACSA"
"2534","GIBI"
"2535","GYDI"
"2536","ULDADI"
"2537","ULXXHO"
"2538","ACSA"
"2539","ACSA"
"2540","ACFRAB"
"2541","GYDI"
"2542","ULAM"
"2543","ULAM"
"2544","ULXXHO"
"2545","ULHOPI"
"2546","ACPLDE"
"2547","ACPLDE"
"2548","ACPLDE"
"2549","ACPLDE"
"2550","ACPLDE"
"2551","ACPLDE"
"2552","ACPLDE"
"2553","ACPLDE"
"2554","ACPLDE"
"2555","ACPLDE"
"2556","ACPLDE"
"2557","ACPLDE"
"2558","ULAM"
"2559","ULAM"
"2560","ULAM"
"2561","ULAM"
"2562","ULAM"
"2563","ULAM"
"2564","ULAM"
"2565","ULAM"
"2566","ULAM"
"2567","ULAM"
"2568","ULAM"
"2569","ULXXHO"
"2570","ACPL"
"2571","AEGL"
"2572","AEGL"
"2573","AEGL"
"2574","GYDI"
"2575","GYDI"
"2576","GYDI"
"2577","QUMA"
"2578","ULDADI"
"2579","GIBI"
"2580","GIBI"
"2581","ULAM"
"2582","ULAM"
"2583","ULXXMO"
"2584","ACPLCO"
"2585","GYDI"
"2586","GYDI"
"2587","ACPLCO"
"2588","CEOC"
"2589","CEOC"
"2590","CEOC"
"2591","QUMA"
"2592","ACFRAB"
"2593","ACFRAB"
"2594","ACFRAB"
"2595","ACFRAB"
"2596","ACFRAB"
"2597","ACFRAB"
"2598","ACFRAB"
"2599","ACFRAB"
"2600","ACPLCO"
"2601","ACPLCO"
"2602","QUMA"
"2603","QUMA"
"2604","QUMA"
"2605","ULDADI"
"2606","ULXXMO"
"2607","ULXXMO"
"2608","ACSA"
"2609","ACSAPY"
"2610","GLTRSK"
"2611","GLTRIN"
"2612","CEOC"
"2613","GLTRSK"
"2614","GLTRSK"
"2615","GLTRSK"
"2616","GLTRSK"
"2617","GLTRSK"
"2618","ULXXMO"
"2619","ULXXMO"
"2620","ULXXMO"
"2621","ULXXHO"
"2622","ULXXHO"
"2623","ULXXMO"
"2624","ULXXMO"
"2625","ACSA"
"2626","GYDI"
"2627","OSVI"
"2628","ULAM"
"2629","ZESEGV"
"2630","ACPL"
"2631","ACPL"
"2632","ACPL"
"2633","ACPLCO"
"2634","ULDADI"
"2635","ULDADI"
"2636","ACPL"
"2637","ACPLEQ"
"2638","ACTA"
"2639","ALGL"
"2640","ALGL"
"2641","ALGL"
"2642","SYREIS"
"2643","GIBI"
"2644","GLTRSK"
"2645","ACFRAB"
"2646","CEOC"
"2647","CEOC"
"2648","CEOC"
"2649","CEOC"
"2650","CEOC"
"2651","CEOC"
"2652","CEOC"
"2653","CEOC"
"2654","QUMA"
"2655","QUMA"
"2656","QUMA"
"2657","CEOC"
"2658","CEOC"
"2659","CEOC"
"2660","CEOC"
"2661","CEOC"
"2662","CEOC"
"2663","CEOC"
"2664","CEOC"
"2665","CEOC"
"2666","CEOC"
"2667","GIBIAG"
"2668","GIBIAG"
"2669","GIBIAG"
"2670","CEOC"
"2671","CEOC"
"2672","GYDI"
"2673","CEOC"
"2674","FRPEMS"
"2675","FRPEMS"
"2676","FRPESU"
"2677","QUMA"
"2678","CEOC"
"2679","CEOC"
"2680","FRPEMS"
"2681","FRPEMS"
"2682","CEOC"
"2683","FRPE"
"2684","FRPE"
"2685","FRPEMS"
"2686","CEOC"
"2687","CEOC"
"2688","FRPEMS"
"2689","GYDI"
"2690","ULXXHO"
"2691","ULXXHO"
"2692","ULXXMO"
"2693","GYDI"
"2694","GYDI"
"2695","CEOC"
"2696","CEOC"
"2697","CEOC"
"2698","JUNI"
"2699","TICO"
"2700","ACSA"
"2701","ACFRAB"
"2702","ACFRAB"
"2703","ACFRAB"
"2704","ULXXMO"
"2705","ULXXMO"
"2706","GYDI"
"2707","ULAM"
"2708","ULXXMO"
"2709","ACSA"
"2710","ACSA"
"2711","ACSA"
"2712","ACSAPY"
"2713","ACSAPY"
"2714","ACSAPY"
"2715","ACSAPY"
"2716","ACSAPY"
"2717","GIBI"
"2718","GLTRSK"
"2719","GLTRIN"
